temperature,humidity,wind_speed,carbon_emissions,solar_irradiance,pollution_level,cluster
22.49080237694725,52.41844910800191,19.59996621979941,337.1650557674783,369.02083708397487,84.72365776964197,6
34.01428612819832,49.9747257738842,8.690239911974231,256.68160409038694,185.33599764585225,49.45170437193704,5
29.6398788362281,40.5692347501716,11.932793887397724,484.02433618877336,213.7233024749944,19.546561063218583,6
26.97316968394073,66.43600020608928,18.265612737156367,148.54030294290718,262.6040153628296,73.66417866100926,4
18.12037280884873,58.59744963051773,14.641786890489598,314.5353871995233,283.2880009284535,41.86781356832957,6
18.119890406724053,81.94205953944022,19.77142077269788,365.0945067456002,318.03562828948964,59.46274834524972,4
16.161672243363988,31.926574828923496,24.224158024457196,421.50402020542174,329.91402606714496,10.726529017393885,6
32.3235229154987,68.63207565330758,7.33093375430395,233.1369636926032,510.1447109387824,63.15839895159922,5
27.022300234864176,75.77693271069367,19.191354327961218,359.1148584458667,558.6158717434371,37.35504889451244,3
29.16145155592091,75.56919415129842,9.60688311264229,186.44066212292725,377.9912873137204,33.418974971849444,5
15.411689885916047,83.1644380257315,13.289534548151384,245.96424156281915,916.5667779286554,97.99155787778012,2
34.39819704323989,73.74202456976965,5.657254515902796,453.03220904152965,597.8257510050591,43.243064276024725,2
31.64885281600844,85.66860369886177,7.718147645853978,477.45842419892944,808.729235230066,67.80383781157342,2
19.246782213565524,49.95939598925349,11.395545780977994,373.4678061172691,931.814049178759,62.77275355738411,0
18.636499344142013,60.19256500509258,11.8397161057597,218.45835084928325,246.8216031182247,10.430355088515764,5
18.668090197068675,30.84477979697344,22.99170432924192,419.0260054885988,485.0870353440711,74.79275370643161,6
21.084844859190756,30.417455238197476,19.8362581853303,61.64018677643908,489.8893615431479,32.315920343357654,0
25.49512863264476,44.4075972270912,24.44365936374082,96.23565974273949,419.0250253945188,79.8939549196735,4
23.638900372842315,36.04843182834512,16.98143020670481,347.61818136891253,108.01527989647596,60.764078261538245,6
20.82458280396084,45.61268207614522,9.83427464182636,181.06185887152583,834.3748970002855,31.70914899534896,0
27.237057894447588,40.62259767170384,11.553100598432858,478.123798280215,200.4033893985125,35.629296033107096,6
17.789877213040835,31.711201490318896,11.396718465839342,246.22727544153716,995.932538129583,73.15073696663606,0
20.84289297070436,84.55824878436297,11.529886553265031,243.21416917512963,795.6626427200634,55.005931512288186,2
22.32723686587384,30.49338788333349,18.459283462236318,355.13577958591907,622.009015845863,66.83510406713152,6
24.12139968434072,74.16492866022512,15.616158561808325,395.4058530377853,239.1457759674377,15.831832107518828,3
30.703519227860276,39.12887321517099,12.708483561732889,264.0014321563114,563.8536742539223,78.69766722284186,1
18.993475643167194,84.733777319976,7.981795374574332,146.30040577027586,334.99786677202803,32.03913189150347,5
25.284688768272236,83.56775637539315,5.442783258842918,397.98888922652975,327.0902720887625,61.98612671576733,2
26.848291377240848,69.23406878215545,9.376693551753853,194.1580736931324,846.5763244442369,11.46798252420087,0
15.929008254399957,70.3340489880363,7.149428079373625,128.7998461822359,442.5799815634912,32.1420241156967,5
27.150897038028766,30.320348518181312,20.708900617044787,334.23808546625594,505.65142305172367,64.88672930666418,6
18.41048247374583,89.09229396681613,7.249959156277708,90.70415014565768,858.6682640021064,27.420613229025054,5
16.30103185970559,82.66995621454886,19.484564746136723,487.1087037887247,179.01156314695828,88.03121967498171,4
33.977710745066666,83.70637354380551,12.713173795521651,334.57876898546164,635.1560677819446,66.12283994434203,2
34.31264066149119,69.55467222305231,6.467567794875519,493.6529844147901,620.394113235734,87.02783932967957,2
31.16794696232922,50.68721571927219,21.254600988631715,202.5020405653862,482.6931123400077,39.53907022511207,3
21.092275383467413,83.61891894542885,16.592611404732267,487.04232253567903,846.7971772816836,3.3985142624675,2
16.95344228012768,47.491015689071546,9.71523025727146,115.50301147788062,948.6010552021232,57.61399633551028,0
28.684660530243136,63.76269260053217,22.89362348665336,68.3126475561628,518.8022757222498,33.91935027253723,3
23.803049874792027,35.98385834063294,5.905166277411029,64.84282720457115,510.5323458985597,44.818837592235326,5
17.440764696895577,85.317337807965,9.036392163955258,259.1916667696522,551.8573567036703,68.11102139227488,2
24.903538202225405,38.4462274662728,20.04093855611722,87.35188886536764,750.8116277497554,70.06646670708717,1
15.687770422304368,43.49380834382444,19.187558606197783,280.4755478754208,701.2542616290661,2.7556414865815397,0
33.186408041575646,63.4880494876929,10.78543387448956,197.3752265790052,300.55145428619835,76.93026728396136,5
20.17559963200034,75.8455800127789,6.240497507055663,201.033046613352,157.50581373940898,49.35189149560789,5
28.25044568707964,67.16107835617794,22.16156144449888,336.0240484453264,954.3287168351104,55.669877332455,1
21.23422152178822,43.92803476800937,11.273952761398052,123.39410276822908,334.9627837603339,29.799418518985256,5
25.401360423556216,30.05658255164942,8.914268298565304,394.949016652879,674.7370162215326,42.0833786000581,0
25.934205586865595,75.42903481844635,15.321236447219542,311.91391390038564,845.5942024693501,71.03751339793317,2
18.69708911051054,89.11243955466563,23.204543985648947,461.7250829813799,370.2490754924676,77.67138029442584,4
34.39169255529117,78.59478721836543,5.870931556867507,214.17829419538552,671.8900722912358,38.71061811679781,5
30.50265646722229,57.61239708939692,20.31608176061776,492.2217464302065,197.1102170343024,69.11175326513302,6
33.78997883128378,84.22603568394639,16.449464558774178,309.12244102131046,972.9382999380946,25.804350168843804,3
32.89654700855297,54.590860387101,13.50898233103634,488.0308802843902,152.3424475455633,83.20226651775153,6
26.957999576221702,61.49604505460805,19.8816088821012,62.1772943212019,494.35720645687866,60.98142389073653,4
33.437484700462335,58.627786043741,24.316488488832647,377.58934508557456,583.1373178540209,77.5186516066895,1
16.76985004103839,56.85743235993149,9.58412422325382,417.4796859317313,811.4336007970276,47.71548523178474,2
18.919657248382904,76.51144615763434,7.872947301442393,73.92797900441941,209.0156653651791,22.910928498195528,5
15.90454577821076,61.60613443616952,23.25763490445394,310.53634880731056,496.7271764696589,42.9231113313644,4
21.506606615265287,49.00302732151296,18.379061549146076,410.8740321152517,369.7404125891071,38.14853944783208,6
22.77354579378964,45.4894900595087,13.75972043123932,302.4674263503828,380.809644124006,33.271654344015914,6
20.42698063547792,32.264839018046004,16.465191405285662,78.71611568245999,800.9091244587258,21.217374774147835,0
31.57475018303859,64.99170971298275,19.91227810352488,362.0512584042402,104.91485052864982,75.91671418798062,6
22.135066533871782,43.79768492406205,20.460637974114345,77.26861160298888,774.1752772023697,8.63516613205605,0
20.61869019374761,38.888035320982986,23.397883616379293,417.8610027573973,829.3585871107956,88.75609298858339,6
25.853921663164968,69.22979782966067,13.536855777912454,69.36538248801247,911.226019457862,17.50247228977535,0
17.818484499495252,70.87255546929293,10.8682182003879,111.82882145466688,664.1936229074352,97.98736518515412,4
31.043939615080795,75.12929353545996,17.79328533579684,173.79841573547083,400.1097954450171,98.84680480870745,1
16.491012873595416,60.21461378031549,13.314557985590609,335.01415651736,484.5112592939836,39.838704124115175,0
34.73773873201034,83.6432763122332,16.891969078979557,489.36159483408767,972.7624740586864,98.7821072632263,2
30.444895385933147,86.18056520389368,13.399715969119004,103.02028367897049,893.068143792267,86.90685172807264,1
18.974313630683447,78.44225638754936,8.05991573356349,114.21845114626328,517.1733181894979,8.24302769466656,5
15.110442342472048,68.13560892049124,14.388535033179169,215.99167851544115,948.75670639983,94.7328563628618,4
31.30922856909668,48.22325721547132,18.818356438820658,426.2986119898941,840.6593878658131,4.251438590459422,3
29.137146876952343,88.97669529721327,20.985676153353,260.2539287378664,910.9808754938152,18.191429373910715,3
29.580143360819747,46.4481700315163,14.866525535930936,194.72477011511972,714.6795111183288,58.45955408466743,1
30.425406933718914,42.15941531942586,8.304757804208018,302.54172449398754,871.8886391157955,8.07371784000136,0
16.480893034681806,56.52924682719497,13.293754192988631,167.2354388505875,902.5895272008931,16.172775698936892,0
22.16931457088545,33.41043424274331,20.725878576833964,230.5219582613844,182.81492608660423,95.34917871122389,6
17.317381190502594,88.70966788030745,13.257185412341457,199.67231715441883,968.6952789945926,99.4687884887608,2
32.26206851751187,65.30601338498549,18.930615872084445,411.8634600865906,400.25178888765697,79.81365417802972,6
27.46596253655116,63.41712549985051,15.144273633561795,465.91507689710033,495.9095586250199,51.52093914647028,6
21.617960497052984,69.3477767939832,9.824462502187934,391.8074864706104,812.7133832735337,90.03009356916752,2
16.27116700572047,59.8214188666324,20.923010160461487,247.58760921349256,698.4066750152479,11.18987708835687,0
21.219646434313244,31.923811025672496,6.68426908141374,276.9507398734987,903.7539211924516,94.2891869245009,1
21.503666440534943,66.7386773304238,15.497805655103011,106.28316226824606,460.51637569909497,35.15529274554322,4
29.59212356676128,72.97043261738584,9.1778206848681,386.089120010542,435.9593473085427,86.14893912331945,2
27.751149427104263,55.00494363744319,6.3413125708275135,318.41405572776983,128.5199645871877,66.8373405985391,5
32.744254851526534,75.43773432427157,15.058678741664975,456.0979982618464,516.4528390026923,96.0274304055722,2
24.444298503238983,43.62007796030524,14.991243118698472,140.27501460881894,751.6636932961978,86.46779477958182,1
17.391884918766035,43.27659546397104,19.138018033514417,391.8767548696754,371.06084586359447,88.78978135509061,6
29.2648957444599,39.68501926125444,19.895013861038095,358.1022477736354,516.4538623064573,63.17543561200305,6
30.21570097233795,52.31968558734971,19.555829773857937,169.6304902143885,297.4579916367502,83.31585309762758,1
26.225543951389923,80.820722123345,13.1911746583351,350.3203877933713,795.5090252843146,75.71311507613385,2
30.41934359909122,79.67472372894386,17.633795744531252,465.9680212594923,154.4604052070324,16.162313090388725,3
24.875911927287817,52.96945247781023,16.538904852879206,463.2961944502035,734.8447495004484,64.8596891353243,2
25.45465658763988,65.3471241588142,13.431235122338393,373.8319585322636,441.0460105704851,14.817554652015865,3
23.550820367170992,73.24897898849494,16.944253883719863,71.63290064032705,137.43646244840872,86.94561218855299,4
15.508382534881903,44.472406477681375,23.94495753412525,442.5189517940727,868.1226285626072,6.594979933996847,0
17.157828539866088,40.08846515368482,8.857874873627548,346.000373152043,538.9496768630486,98.70466701932752,6
15.628583713734685,88.32575959273866,23.115441915710527,189.6954139322305,639.3870726545161,40.06266661377115,4
